applicable,male,female,nonBinary,desc,group,name,time
,,,,"<p><b>Style Guide-Driven Development:  The perfect marriage of design and development<br/></b></p> <p><i>Adriana De La Cuadra</i></p> <p>Design and development silos are very common on many projects impairing implementation and creating unhappiness among the team. Style Guide Driven Development proposes to marry these two concepts to create a happier relationship by using a Live Style Guide that both designers and developers can use to not only document but also do their work! Learn how to incorporate this approach into your development workflow and on the way how you can use the open source tool DocumentCSS to create Live Style Guides and multi-version documentation.</p> <p><br/><b>Custom Properties in CSS - the What and the How</b></p> <p><br/><i>Derek Gulledge</i></p> <p>Custom properties are a fairly new technology in CSS and can be utilized in interesting ways. This talk will explain what they are how you can use them.</p> <p><br/>HUGE thanks to our sponsor this month, Condé Nast!</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/e/1/f/b/600_452157851.jpeg"" /></p> <p>------------------------------------------------------------------</p> <p><b>New to Refresh? Welcome! Refresh Austin is an organization of Web professionals working together to foster new ideas and refresh the creative, technical and professional aspects of their trade.</b></p> <p><b>A few quick things to get you started: </b></p> <p>• Join the conversation! Give us a shoutout on Twitter at <a href=""https://twitter.com/refreshaustin"">@RefreshAustin</a>. We're also on <b>Slack (</b><a href=""http://slack.refreshaustin.org/""><b><a href=""http://slack.refreshaustin.org/"" class=""linkified"">http://slack.refreshaustin.org/</a></b></a><b>)</b> and Google Groups (<a href=""http://groups.google.com/group/refresh-austin""><a href=""http://groups.google.com/group/refresh-austin"" class=""linkified"">http://groups.google.com/group/refresh-austin</a></a>).</p> <p>• We'll announce topics for this month soon.</p> <p>• Every meetup begins with a ""looking for work"" or ""looking to hire"" open mic segment.</p> <p><b>•</b> The talks and resulting questions are always great, but if you have more to say (or just can't make it) chime in and follow along on Twitter at <a href=""https://twitter.com/search?q=%23refreshaustin&amp;src=typd&amp;vertical=default&amp;f=tweets"">#refreshaustin</a></p> <p>• All job-related posts should be made to the <a href=""https://groups.google.com/forum/?fromgroups#!forum/refresh-austin-jobs"">Refresh Austin Jobs Google Groups list</a> or in the appropriate <a href=""http://slack.refreshaustin.org/"">#Jobs Slack channel</a>.</p> <p>


<b><br/></b></p> <p>





<b><br/></b></p>",Refresh Austin (Web Design & Developer Meetup),Style Guide Driven Development and Custom CSS Properties,1470787200000
,,,,"<p><b>BLURRED LINES </b><br/>Kyle Fiedler (<a href=""http://twitter.com/kylefiedler"">@kylefiedler</a>)</p> <p>Should designers code? Should they generalize or specialize? As a community we constantly reiterate these same arguments. What makes a great team is when each member’s lines of responsibility blurs into that of others. At thoughtbot, designers have a wide range of responsibilities from business strategy to graphic design, to implementing a great user experience in the app. Kyle discusses why this has been successful for their teams and how designer and developer lines blur together at thoughtbot.</p> <p><b>HACKATHONING A SALARY<br/></b>Hannah Oppenheimer (<a href=""http://twitter.com/opihana"">@opihana</a>)</p> <p>Get rich quick! Or not. Either way, participating in a hackathon can be a rewarding (and weird) experience. I was lucky enough to win a few hackathons, earn $60,000 doing it, and even got a real job out of it. I’ll tell you what my teams did well, what we failed miserably on, and how it actually helped us become better developers and designers in a startup environment.</p> <p>HUGE thanks to our sponsor this month, <a href=""http://keeprubyweird.com/"">Keep Ruby Weird</a>!</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/6/f/4/9/600_453868489.jpeg"" /></p> <p>------------------------------------------------------------------</p> <p><b>New to Refresh? Welcome! Refresh Austin is an organization of Web professionals working together to foster new ideas and refresh the creative, technical and professional aspects of their trade.</b></p> <p><b>A few quick things to get you started: </b></p> <p>• Join the conversation! Give us a shoutout on Twitter at <a href=""https://twitter.com/refreshaustin"">@RefreshAustin</a>. We're also on <b>Slack (</b><a href=""http://slack.refreshaustin.org/""><b><a href=""http://slack.refreshaustin.org/"" class=""linkified"">http://slack.refreshaustin.org/</a></b></a><b>)</b> and Google Groups (<a href=""http://groups.google.com/group/refresh-austin""><a href=""http://groups.google.com/group/refresh-austin"" class=""linkified"">http://groups.google.com/group/refresh-austin</a></a>).</p> <p>• We'll announce topics for this month soon.</p> <p>• Every meetup begins with a ""looking for work"" or ""looking to hire"" open mic segment.</p> <p><b>•</b> The talks and resulting questions are always great, but if you have more to say (or just can't make it) chime in and follow along on Twitter at <a href=""https://twitter.com/search?q=%23refreshaustin&amp;src=typd&amp;vertical=default&amp;f=tweets"">#refreshaustin</a></p> <p>• All job-related posts should be made to the <a href=""https://groups.google.com/forum/?fromgroups#!forum/refresh-austin-jobs"">Refresh Austin Jobs Google Groups list</a> or in the appropriate <a href=""http://slack.refreshaustin.org/"">#Jobs Slack channel</a>.</p> <p>


<b><br/></b></p> <p>





<b><br/></b></p>",Refresh Austin (Web Design & Developer Meetup),Refresh Austin (Web Design & Development Meetup),1473811200000
,,,,"<p><b>VOICE ON THE WEB</b><br/>Matt Buck (<a href=""http://twitter.com/techpeace"">@techpeace</a>)</p> <p>With the introduction of voice assistants like Siri and Google Now, and more recently, ubiquitous voice interfaces like the Amazon Echo, voice is in the midst of a renaissance. Matt Buck, co-founder of conversational interface agency Voxable, will explain the importance of voice interfaces, review the fundamentals of conversational design, and demonstrate how to make use of the Web Speech API today. Learn how to turn your users into wizards via the magic of voice.</p> <p><b>EVALUATING JOB OFFERS 101</b><br/>Brian Showers</p> <p>Brian will help you understand how to do an apples-to-apples comparison of offer compensation, including salary, bonus, and equity.</p> <p>HUGE thanks to our sponsor this month, <a href=""https://data.world/"">data.world</a>! <img src=""http://www.refreshaustin.org/images/sponsors/data-world-logo.png"" /></p> <p>------------------------------------------------------------------</p> <p><b>New to Refresh? Welcome! Refresh Austin is an organization of Web professionals working together to foster new ideas and refresh the creative, technical and professional aspects of their trade.</b></p> <p><b>A few quick things to get you started: </b></p> <p>• Join the conversation! Give us a shoutout on Twitter at <a href=""https://twitter.com/refreshaustin"">@RefreshAustin</a>. We're also on <b>Slack (</b><a href=""http://slack.refreshaustin.org/""><b><a href=""http://slack.refreshaustin.org/"" class=""linkified"">http://slack.refreshaustin.org/</a></b></a><b>)</b> and Google Groups (<a href=""http://groups.google.com/group/refresh-austin""><a href=""http://groups.google.com/group/refresh-austin"" class=""linkified"">http://groups.google.com/group/refresh-austin</a></a>).</p> <p>• We'll announce topics for this month soon.</p> <p>• Every meetup begins with a ""looking for work"" or ""looking to hire"" open mic segment.</p> <p><b>•</b> The talks and resulting questions are always great, but if you have more to say (or just can't make it) chime in and follow along on Twitter at <a href=""https://twitter.com/search?q=%23refreshaustin&amp;src=typd&amp;vertical=default&amp;f=tweets"">#refreshaustin</a></p> <p>• All job-related posts should be made to the <a href=""https://groups.google.com/forum/?fromgroups#!forum/refresh-austin-jobs"">Refresh Austin Jobs Google Groups list</a> or in the appropriate <a href=""http://slack.refreshaustin.org/"">#Jobs Slack channel</a>.</p> <p>


<b><br/></b></p> <p>





<b><br/></b></p>",Refresh Austin (Web Design & Developer Meetup),Refresh Austin (Web Design & Development Meetup),1476230400000
,,,,"<p>We're taking a break from our normally scheduled programming on Election Day, and we want to encourage you to GO VOTE. We don't care who you vote for, so long as you do!</p> <p>While we're on the subject of the polls, <a href=""https://goo.gl/forms/9RidB7N7mQvPxz7G2"">we have a short survey for you to take while you're waiting in line to cast your vote</a>. </p> <p>If the line is even longer than our quick poll, then take the time to mark your calendars for two dates: </p> <p>• November 29: Fifth Tuesday; We'll have a Beer Summit at a location to be announced. Stay tuned.</p> <p>• December 13: The Austin Web Bash, or <a href=""https://www.facebook.com/hashtag/awbash"">#AWBASH</a>, holiday party is back! Every year, Refresh Austin hosts the  to bring Austin's web and tech meetups together under one roof to celebrate the end of the year. If <a href=""mailto:[masked]"">you help run a meetup that you want to participate</a> or <a href=""mailto:[masked]"">you're with a company that wants to sponsor</a>, then let us know. </p>",Refresh Austin (Web Design & Developer Meetup),No Meetup November: GO VOTE,1478653200000
,,,,"<p>Guess what, y'all! November is one of those lucky months where we have a full 5 Tuesdays! You know what that means: it's time to get together, enjoy some frosty beverages, and visit in the time-honored tradition of #BeerSummit.</p> <p>This month we're meeting on the east side at The Dog &amp; Duck Pub. This is the new(ish) location over off of Webberville Road and not the one by campus.</p> <p>New to Austin or haven't heard of a #BeerSummit? They started as a friendly way to avoid the never-ending rabbit hole of Twitter discussions. After three or four replies back and forth on the same subject, someone could propose a #BeerSummit and all discussion had to stop. You couldn't start back up again until everyone had a pint (ale, beer, root beer, water, didn't matter) in their hands sitting around the same table. They've evolved into a simple way to gather the community to talk tech without a schedule.</p> <p>Swing by for as long as you'd like and buy pint for a friend old or new!</p>",Refresh Austin (Web Design & Developer Meetup),5th Tuesday #beersummit: November Edition,1480467600000
,,,,"<p>You’re in a conflict with your teammates. User growth has stalled out. You can’t get an investor to commit. </p> <p>It doesn’t matter how amazing your team is, how many resources you have, or how well you understand your customers: <b>eventually, every venture gets stuck</b>. <b>The question is, what do you do to get unstuck?</b></p> <p><br/>In this interactive workshop, you will:<br/>- Share the challenges you’re facing and identify your biggest bottleneck. <br/>- Learn how to build an army of people who want to help you. <br/>- Make it easy for others (customers, partners, advisors) to help solve your biggest challenges. </p> <p><a href=""https://www.linkedin.com/in/trevorboehm"">Trevor Boehm</a> is a Venture Fellow at <a href=""http://www.unltdusa.org/"">UnLtd USA</a>, which invests and supports entrepreneurs who are tackling our most pressing problems. He coaches teams on early-stage growth, business modeling, and user experience design. Trevor led the launch of Get Backed, a bestselling book on startup fundraising, has designed programs at the Acton School of Business, and was the founder of the e-commerce startup Penny.</p> <p> ** This is a different format than the regular monthly meetup so space will be limited to 60 people. It will have many group exercises &amp; run two hours **</p> <p><br/>Space provided by Capital Factory. Light drinks &amp; snacks provided.</p> <p><br/>Agenda:<br/> =====  <br/>6:30-6:45pm Sign-in and socializing 

  <br/>6:45-7:00pm Announcements, General discussion    <br/>7:00-9:00pm ""Getting Unstuck"" by Trevor Boehm<br/>9:00- ?pm Buffalo Billiards (Brazos and 6th).  </p>",Austin Lean Startup Circle,Feb: Getting Unstuck - Solving Pressing Problems & Moving Your Venture Forward,1455669000000
,,,,"<p>We're hosting a rather last minute get-together at Easy Tiger tomorrow. Stop by if you're in the area, grab a drink, and meet other LEAN enthusiasts from all over. We are restricted on space so please RSVP only if you can attend. (You don't need a SXSW badge)</p>",Austin Lean Startup Circle,SXSW Social,1457650800000
,,,,"<p>Successful fundraising is hard. </p> <p>Every entrepreneur believes their idea deserves funding yet the process often feels like a big catch-22... no investor wants to jump in unless others have already given funds or the numbers are a no-brainer.</p> <p><b>Investors don't give out money easily so what does it take? </b></p> <p>Join us for an interactive Q&amp;A with <a href=""https://www.linkedin.com/in/tonyaguilarjr"">Tony Aguilar</a>, Founder and CEO of <a href=""http://studentloangenius.com/"">Student Loan Genius</a>, on his recent experience getting 3 million in seed funding. </p> <p><br/>• Building a compelling pitch and the path to honing it</p> <p>• Getting investors to help you, even if you get a ""no""</p> <p>• Framing talks with angel investors versus institutional VCs </p> <p>• Generating investor momentum to close your round</p> <p>This is going to be less presentation and more of an honest talk so come on out with you questions!</p> <p><br/>~~ Emiliano Villarreal</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/7/e/5/2/600_449912338.jpeg"" /></p> <p><a href=""https://www.linkedin.com/in/tonyaguilarjr"">Tony Aguilar</a> is a former professional poker player turned CEO of Austin-based <a href=""http://studentloangenius.com/"">Student Loan Genius</a> - the 401k for student loans. </p> <p>Investors in SLG include Gibraltar Ventures (an affiliate of Prudential), John Hancock/Manulife, Kapor Capital, Socratic Ventures, Capital Factory, and Village Capital.</p> <p>---</p> <p><br/>Space provided by Capital Factory. Light drinks &amp; snacks provided. </p> <p>Agenda: <br/> =====  <br/>6:30-6:45pm Sign-in and socializing 

  <br/>6:45-7:00pm Announcements, General discussion    <br/>7:00-8:00pm ""Fundraising Insights Straight from the Trenches "" by Tony Aguilar of Student Loan Genius <br/>8:00- ?pm Buffalo Billiards (Brazos and 6th).  </p>",Austin Lean Startup Circle,"""Fundraising Insights Straight from the Trenches"" by Tony Aguilar",1463527800000
,,,,"<p>For the last several months the <i>""Press-o-Shere"" </i>has been filled with news about the critical importance of the WordPress JSON REST API to the future of the platform. </p> <p>During this past year, the JSON REST API has been a frequent topic of discussion at the Advanced WordPress Dev meet-ups. Nick Batik thought to use our first Deep Dive Discussion of 2016 to focus the conversation on getting our WPATX practitioners and endusers familiar with the concepts of the JASON REST APIs. </p> <p>This will be an informal discussion of concepts you need to understand in order to take  advantage of the possibilities full adoption of the REST API will open up to our community of users. <b>This conversation will not be a technical ""HOW-TO.""</b> Our purpose is to introduce the REST API to those who unfamiliar with the topic, and help them prepare for a more technical understanding of the subject.</p> <p><b>The WPATX Organizers are planning a Technical Panel Discussion of the WORDPRESS JASON REST API for our WordPress Practitioners Meetup March 22. </b>Our Build a Sign venue can hold up to 80 attendees and we expect that it will be a full house. That meet-up will be more a ""HOW-TO"" and will refer members to a number of online resources for follow up. Nick will post the notes about his JASON REST API conversation for those who can make this month's DDD.</p>",The Austin WordPress Meetup Group,A Conversation About the WordPress JSON REST API,1452560400000
,,,,"<p>The first <b>WordPress for Beginners</b> meet-up will start with questions, hopefully lots and lots of questions. </p> <p><br/>Your organizers are opening the floor for our<b> Annual Community Q&amp;A Session</b>. </p> <p>You all have been working on your sites since our November meet-up. </p> <p>Have you run across an issue or a problem that has you stumped, stuck, confused or just plain annoyed:</p> <p>A glich in your Google Analytics?</p> <p>The WordPress 4.4 upgrade?</p> <p>Where to start with Maintenance/ Security/ Backups?</p> <p>Plugin Paralysis?</p> <p>Navigation Nausea</p> <p>Chaos with your Child Theme?</p> <p><b>Bring your issues, questions, and your laptop.</b> </p> <p>Your WordPress Beginners Support Team, Nick Batik, Rich Plakas and Sandi Batik will answer what we can and find resources for what we can't.</p> <p><b>We will close our evening asking you some questions.</b> </p> <p>We need to know what topics you want us to present in the 2016 Beginners Sessions.</p> <p>Would you like us to schedule more ""Site Show and Tells?"" </p> <p>Would you like to have another site critique night?</p> <p>The WPATX Beginner's session topics have always been member driven  — so you need to let your Support Team know what you would find most helpful.</p> <p>You can post questions and comments on this meet-up page or use @WPATX and we can read them from the @WPATX Twitter feed.</p> <p>Looking forward to seeing you at a WPATX meet-up soon.</p>",The Austin WordPress Meetup Group,WordPress Beginners Annual Q&A Session,1453165200000
,,,,"<p>Welcome to the first WPATX topic-driven, WordPress Practitioner meetup of 2016 — <b>Best Practices for Marketing and Social Medi</b>a.  We are so pleased to once again, have Social Media and Marketing professional, Ricardo Guerrero present to our group.</p> <p>You've learned some WordPress. You've created &amp; optimized your site. (OH? You haven't?) You've built it. Now, how do you get folks to come?</p> <p>Ricardo will focus this meetup on some best practices for marketing and social media, with a side of optimization using a few tools to help ensure your baby has a good user experience, particularly Google Analytics, CrazyEgg &amp; FengGui. </p> <p>Once we see how well you've done making your site usable, we'll move on to easy tactics for fleshing out a consistent social media presence for yourself or your clients (using Buffer via this link: <a href=""http://bit.ly/RGbuffer)""><a href=""http://bit.ly/RGbuffer"" class=""linkified"">http://bit.ly/RGbuffer</a>)</a> as well as some social listening platforms (free: Hootsuite.com &amp; paid: Mention.com). We'll wrap up with a look at how advertising works on Facebook and potentially Instagram &amp; Twitter if there's time. Of course, your questions will lead the conversation as well.</p> <p><b>Note: this will be a live demo of tools and processes, not a slide presentation.</b></p> <p>Ricardo Guerrero is currently the Digital Marketing Director at TDECU.org  - He is a collaborative digital and social strategy marketing leader, who has provided experienced leadership and strategy to all areas of Digital Marketing including Online Demand Generation, e-Commerce (conversion improvement), Social Media, Content Marketing, Web Analytics, SEO/SEM, eMail andMobile projects. Ricardo's past WPATX presentations  have always been thoughtful and action provoking. Get there early and be ready to learn from one of the best. You can follow Ricardo at: @ggroovin and  linkedin.com/in/RicardoGuerrero.</p> <p>We look forward to seeing you there. Bring your questions and your laptop. The seating at Build-a-Sign can difficult if you are very tall or have a tricky back, so when in doubt, bring a camp chair for your comfort.</p>",The Austin WordPress Meetup Group,Best Practices for Marketing and Social Media,1453856400000
,,,,"<p>Toyin Akinmusuru, of HubAustin CoWorking is again hosting WordPress Office hours. WordPress Organizers and volunteers are on hand to answer WordPress Questions and help you with specific problems that may be holding you back from your next step.</p> <p>You are welcome to just come in set up your computer, work on your WordPress project and check out the HubCoworking space. </p> <p>If you are a little further along in your WordPress Journey, please feel free to drop by and help someone else who is just learning. The more WPATX volunteers we have on hand the faster we can help our WP Office hour attendees get over the hump that has them stuck.</p> <p><b>We really need UX /UI 'Front-end volunteers as most of the questions these past few months have been centered on "" My theme won't....!"" </b></p> <p>Thanks and we look forward to seeing you there! </p> <p><b>Right now we are limiting Office Hours to 10 attendees. If we get more WordHead Volunteers we will increase attendee number. Thx - Sandi</b></p>",The Austin WordPress Meetup Group,WordPress Office Hours,1454094000000
,,,,"<p><b>THERE WILL BE NO JAN 2016  WP ADVANCED DEV MEETUP! </b></p> <p>Our first 2016 WP ADV Dev Meetup will be Kicked off on Feb 2 by Zach Rothauser sharing some code and processes. </p> <p>In this focused front-end engineering session, we'll look at the new possibilities in web design using some of the newer CSS features. We’ll begin by taking a look how some basic layouts can immediately be improved with the new CSS grids, columns, and flexbox. We’ll then move on to using some of the more advanced features of flexbox to solve real world challenges.</p> <p><br/>This will be an Advance WordPress Developer Level Presentation. Our great sponsor WP Engine will provide munchies and soft drinks.</p>",The Austin WordPress Meetup Group,"Zack Rothauser: Modern CSS with Flexbox, Grids, and Columns",1454461200000
,,,,"<p>Sandi Batik will lead this month's Deep Dive Discussion which will focus on what it takes to build a successful freelance WordPress business. The WPATX organizers have had numerous requests to devote more meetups to the ""Business"" of WordPress.  <i>If this discussion topic proves popular, we will expand the topic into a more formal class for our WordPress Practitioners meetup, which is hosted in a larger venue.</i></p> <p><br/>Please come prepared to talk about the tools and techniques you currently use in the everyday course of your business. Topics will include prospecting, marketing, proposal writing, client interviews and on boarding, project management, client management, project close-out and invoicing client follow-up and what ever else you might want to address in the time we have.</p> <p>HubAustin can comfortably manage about 25 folks. We have had a on-going problem with members who are committing to go, changing their minds, but not their RSVP on this page. This has resulted in folks on the waiting list missing a discussion they really wanted to attend. This year, we will take attendance for every meeting that has a wait list. </p> <p>If two times in a 12 month period, someone who has committed to attend, but is a No-SHOW who has not changed their RSVP to open their spot; that person will be considered a probable no-show and their spot automatically opened for the next person in line. </p> <p>Tracking this means extra work for the WPATX organizers, which I personally am not happy about, but we have had so many complaints from other members who are missing a class unnecessarily, that we have to do something. I am open to any non-lethal options - I  did mention that we are getting a lot of member complaints right. ;-) </p> <p>Please be considerate and lets make our small-group discussions fun, not a bone to be fought over.  Thanks so much for your undersatnading and cooperation - Sandi</p>",The Austin WordPress Meetup Group,The WordPress Freelancer's Tool Box,1454979600000
